"EVTYPE";"BGN_DATE";"STATE";"nobs";"qFA";"qIN";"qPR";"qCR"
"526";"flood";2002;"PZ";4;0;0;0;0
"527";"flood";2002;"SC";43;0;0;387000;0
"528";"flood";2002;"SD";19;0;0;5e+05;0
"529";"flood";2002;"TN";217;4;13;9523500;50000
"530";"flood";2002;"TX";722;14;41;90028000;2925000
"531";"flood";2002;"UT";23;0;1;4397000;120000
"532";"flood";2002;"VA";71;3;0;29368000;0
"533";"flood";2002;"VT";13;0;0;338000;0
"534";"flood";2002;"WA";5;0;0;202000;0
"535";"flood";2002;"WI";82;0;1;8610500;35673500
"536";"flood";2002;"WV";51;2;1;92256000;0
"537";"flood";2002;"WY";6;0;0;734000;0
"538";"flood";2003;"AK";17;0;0;8654500;0
"539";"flood";2003;"AL";194;1;1;1016286000;650000
"540";"flood";2003;"AM";85;0;0;0;0
"541";"flood";2003;"AN";10;0;0;0;0
"542";"flood";2003;"AR";116;0;3;3434000;115000
"543";"flood";2003;"AS";3;4;6;50050000;1e+06
"544";"flood";2003;"AZ";72;3;4;1054000;0
"545";"flood";2003;"CA";82;6;29;6107000;0
"546";"flood";2003;"CO";60;0;0;3568500;3000
"547";"flood";2003;"CT";17;0;0;70000;0
"548";"flood";2003;"DC";8;0;0;0;0
"549";"flood";2003;"DE";20;0;1;16100000;0
"550";"flood";2003;"FL";75;1;0;22375000;0
"551";"flood";2003;"GA";235;2;6;31965500;1000
"552";"flood";2003;"GM";114;0;0;0;0
"553";"flood";2003;"GU";5;0;0;210000;75000
"554";"flood";2003;"HI";7;2;0;0;0
"555";"flood";2003;"IA";29;0;0;10006500;710000
"556";"flood";2003;"ID";22;0;0;35000;0
"557";"flood";2003;"IL";115;1;0;44722000;20000
"558";"flood";2003;"IN";237;4;0;168680000;9.9e+07
"559";"flood";2003;"KS";67;7;2;6304000;5970000
"560";"flood";2003;"KY";253;4;0;32548000;0
"561";"flood";2003;"LA";59;1;0;6068000;0
"562";"flood";2003;"LE";6;0;0;0;0
"563";"flood";2003;"LM";8;0;0;0;0
"564";"flood";2003;"LO";1;0;0;0;0
"565";"flood";2003;"LS";2;0;0;0;0
"566";"flood";2003;"MA";22;0;0;511000;0
"567";"flood";2003;"MD";96;4;1;660000;0
"568";"flood";2003;"ME";10;0;0;4e+05;0
"569";"flood";2003;"MI";14;0;0;16006000;0
"570";"flood";2003;"MN";29;0;0;6e+06;2e+06
"571";"flood";2003;"MO";131;1;0;681000;70000
"572";"flood";2003;"MS";155;1;0;272403000;0
"573";"flood";2003;"MT";15;0;0;1190000;0
"574";"flood";2003;"NC";313;7;1;21086000;750000
"575";"flood";2003;"ND";8;0;0;3e+05;0
"576";"flood";2003;"NE";37;0;0;3793900;12555000
"577";"flood";2003;"NH";11;0;1;3560000;0
"578";"flood";2003;"NJ";79;0;1;250000;0
"579";"flood";2003;"NM";11;0;0;50000;0
"580";"flood";2003;"NV";24;0;0;2255000;0
"581";"flood";2003;"NY";144;7;1;45822000;0
"582";"flood";2003;"OH";276;4;0;317443000;2650000
"583";"flood";2003;"OK";51;0;0;163500;50000
"584";"flood";2003;"OR";19;0;0;7000;0
"585";"flood";2003;"PA";400;2;2;59724000;20000
"586";"flood";2003;"PH";4;0;0;0;0
"587";"flood";2003;"PM";1;0;0;0;0
"588";"flood";2003;"PR";100;6;1;35053000;31300000
"589";"flood";2003;"PZ";8;0;0;0;0
"590";"flood";2003;"RI";1;0;0;10000;0
"591";"flood";2003;"SC";99;0;1;2905000;0
"592";"flood";2003;"SD";15;0;0;1e+05;0
"593";"flood";2003;"TN";193;6;1;179739000;0
"594";"flood";2003;"TX";402;2;1;31403000;1015000
"595";"flood";2003;"UT";31;0;0;1841000;55000
"596";"flood";2003;"VA";253;6;3;31872500;60000
"597";"flood";2003;"VI";4;0;0;1800000;0
"598";"flood";2003;"VT";31;0;0;516000;0
"599";"flood";2003;"WA";20;0;0;14760000;0
"600";"flood";2003;"WI";17;0;0;49500;5500
"601";"flood";2003;"WV";203;6;4;62573000;0
"602";"flood";2003;"WY";5;0;0;60000;0
"603";"flood";2004;"AK";14;0;0;5238000;8000
"604";"flood";2004;"AL";177;1;0;2763000;0
"605";"flood";2004;"AM";68;0;0;2000;0
"606";"flood";2004;"AN";6;0;0;0;0
"607";"flood";2004;"AR";160;2;0;11391000;0
"608";"flood";2004;"AS";2;0;0;0;0
"609";"flood";2004;"AZ";64;2;2;2261000;0
"610";"flood";2004;"CA";127;4;2;34241000;0
"611";"flood";2004;"CO";66;0;3;763000;0
"612";"flood";2004;"CT";10;0;0;0;0
"613";"flood";2004;"DC";4;0;0;0;0
"614";"flood";2004;"DE";24;0;1;625000;0
"615";"flood";2004;"FL";43;1;0;5270000;0
"616";"flood";2004;"GA";89;1;2;52044500;20000
"617";"flood";2004;"GM";115;0;0;0;0
"618";"flood";2004;"GU";2;1;0;5510000;5e+05
"619";"flood";2004;"HI";26;0;0;80550000;0
"620";"flood";2004;"IA";153;1;1;14801000;20975500
"621";"flood";2004;"ID";23;0;0;557000;0
"622";"flood";2004;"IL";226;0;0;678000;45000
"623";"flood";2004;"IN";170;3;1;3265000;750000
"624";"flood";2004;"KS";168;0;0;4010000;950000
"625";"flood";2004;"KY";296;7;1;53893000;5850000
"626";"flood";2004;"LA";63;0;0;7302000;0
"627";"flood";2004;"LE";30;0;0;0;0
"628";"flood";2004;"LH";4;0;0;0;0
"629";"flood";2004;"LM";1;0;0;0;0
"630";"flood";2004;"MA";10;0;0;35000;0
"631";"flood";2004;"MD";62;0;0;5055000;0
"632";"flood";2004;"ME";12;0;0;5000;0
"633";"flood";2004;"MI";50;0;0;125268000;4600000
"634";"flood";2004;"MN";65;1;0;8714000;21743500
"635";"flood";2004;"MO";311;1;1;2719000;13000
"636";"flood";2004;"MS";129;1;0;23119000;0
"637";"flood";2004;"MT";25;0;0;25000;0
"638";"flood";2004;"NC";157;5;0;168687000;32801900
"639";"flood";2004;"ND";51;0;0;5355000;0
"640";"flood";2004;"NE";61;1;0;457000;2237000
"641";"flood";2004;"NH";6;0;0;10000;0
"642";"flood";2004;"NJ";98;0;0;87200000;0
"643";"flood";2004;"NM";62;0;2;3020000;1e+05
"644";"flood";2004;"NV";9;0;0;0;0
"645";"flood";2004;"NY";243;3;0;100809000;0
"646";"flood";2004;"OH";203;2;0;126163000;890000
"647";"flood";2004;"OK";123;2;5;3583000;250000
"648";"flood";2004;"OR";24;0;0;5000;0
"649";"flood";2004;"PA";372;8;94;446846000;0
"650";"flood";2004;"PH";3;0;0;0;0
"651";"flood";2004;"PR";78;5;2;2344000;0
"652";"flood";2004;"PZ";11;0;0;0;0
"653";"flood";2004;"RI";1;0;0;0;0
"654";"flood";2004;"SC";65;0;0;7649000;5e+06
"655";"flood";2004;"SD";26;0;0;12350000;0
"656";"flood";2004;"TN";157;1;0;1389250;0
"657";"flood";2004;"TX";1036;14;11;61185000;2195000
"658";"flood";2004;"UT";31;0;0;1509000;0
"659";"flood";2004;"VA";136;11;0;30050000;0
"660";"flood";2004;"VI";1;0;0;0;0
"661";"flood";2004;"VT";20;0;0;3087000;0
"662";"flood";2004;"WA";13;0;0;1172000;0
"663";"flood";2004;"WI";71;1;0;47919000;242461000
"664";"flood";2004;"WV";83;3;0;140206000;0
"665";"flood";2004;"WY";6;0;0;0;0
"666";"flood";2005;"AK";15;0;0;1552000;0
"667";"flood";2005;"AL";148;1;1;2033000;0
"668";"flood";2005;"AM";57;0;0;0;0
"669";"flood";2005;"AN";5;0;0;0;0
"670";"flood";2005;"AR";36;1;0;1000;0
"671";"flood";2005;"AS";12;0;0;10000;0
"672";"flood";2005;"AZ";101;4;0;6276000;5000
"673";"flood";2005;"CA";227;6;6;522590500;51800000
"674";"flood";2005;"CO";39;2;5;642000;0
"675";"flood";2005;"CT";32;2;0;6025000;0
"676";"flood";2005;"DC";5;0;0;0;0
"677";"flood";2005;"DE";8;0;0;0;0
"678";"flood";2005;"FL";49;0;0;9913000;0
"679";"flood";2005;"GA";119;1;1;20873100;0
"680";"flood";2005;"GM";106;0;0;0;0
"681";"flood";2005;"GU";1;0;0;5000;0
"682";"flood";2005;"HI";16;0;0;0;0
"683";"flood";2005;"IA";39;1;0;4593000;2275000
"684";"flood";2005;"ID";12;0;0;6221500;25000
"685";"flood";2005;"IL";66;0;0;2643000;0
"686";"flood";2005;"IN";96;1;0;12902000;0
"687";"flood";2005;"KS";214;1;9;25281000;2295000
"688";"flood";2005;"KY";85;1;0;24551000;15000
"689";"flood";2005;"LA";22;0;0;536000;1100000
"690";"flood";2005;"LE";4;0;0;0;0
"691";"flood";2005;"LM";5;0;0;0;0
"692";"flood";2005;"LS";2;0;0;0;0
"693";"flood";2005;"MA";29;0;0;11759000;0
"694";"flood";2005;"MD";27;0;2;320000;0
"695";"flood";2005;"ME";40;0;0;6751000;0
"696";"flood";2005;"MI";28;0;0;899000;20000
"697";"flood";2005;"MN";140;1;1;935700;316500
"698";"flood";2005;"MO";359;3;0;1600000;0
"699";"flood";2005;"MS";105;0;0;26809000;2300000
"700";"flood";2005;"MT";37;0;0;1595000;0
"701";"flood";2005;"NC";112;0;0;1734000;0
"702";"flood";2005;"ND";135;0;0;2622000;0
"703";"flood";2005;"NE";63;0;1;42499000;21450000
"704";"flood";2005;"NH";19;4;1;19546000;2e+05
"705";"flood";2005;"NJ";71;0;0;72365000;0
"706";"flood";2005;"NM";52;1;0;2125000;0
"707";"flood";2005;"NV";35;0;0;31132000;0
"708";"flood";2005;"NY";254;2;3;105762890;0
"709";"flood";2005;"OH";91;3;0;61315000;0
"710";"flood";2005;"OK";64;0;0;295000;0
"711";"flood";2005;"OR";40;0;0;15832000;0
"712";"flood";2005;"PA";226;1;0;139300000;0
"713";"flood";2005;"PH";4;0;0;0;0
"714";"flood";2005;"PR";296;3;0;20126000;0
"715";"flood";2005;"PZ";9;0;0;0;0
"716";"flood";2005;"RI";6;0;0;1727000;0
"717";"flood";2005;"SC";49;0;0;3880000;0
"718";"flood";2005;"SD";57;0;0;498100;22320000
"719";"flood";2005;"TN";47;0;0;187000;0
"720";"flood";2005;"TX";370;3;0;2759000;1e+05
"721";"flood";2005;"UT";40;1;6;300157000;0
"722";"flood";2005;"VA";55;0;0;412000;0
"723";"flood";2005;"VI";1;0;0;0;0
"724";"flood";2005;"VT";27;0;0;208000;0
"725";"flood";2005;"WA";15;0;0;115000;0
"726";"flood";2005;"WI";30;0;1;757500;6000
"727";"flood";2005;"WV";52;0;1;14242000;0
"728";"flood";2005;"WY";11;0;0;758000;0
"729";"flood";2006;"AK";17;0;0;61222340;0
"730";"flood";2006;"AL";52;0;0;40000;0
"731";"flood";2006;"AM";57;0;0;0;0
"732";"flood";2006;"AN";13;0;0;0;0
"733";"flood";2006;"AR";57;2;1;6429030;0
"734";"flood";2006;"AS";3;0;0;109000;17000
"735";"flood";2006;"AZ";98;5;0;5235000;0
"736";"flood";2006;"CA";73;3;3;115303091000;42300000
"737";"flood";2006;"CO";56;0;0;16655000;40000
"738";"flood";2006;"CT";32;1;0;22000;0
"739";"flood";2006;"DC";3;0;0;1e+07;0
"740";"flood";2006;"DE";14;0;0;1e+06;0
"741";"flood";2006;"FL";12;0;1;2146000;0
"742";"flood";2006;"GA";30;0;0;286350;0
"743";"flood";2006;"GM";106;0;0;25000;0
"744";"flood";2006;"HI";43;7;0;0;0
"745";"flood";2006;"IA";45;0;1;785000;52000
"746";"flood";2006;"ID";17;0;0;2379500;0
"747";"flood";2006;"IL";126;0;0;25648000;0
"748";"flood";2006;"IN";210;5;0;14685000;0
"749";"flood";2006;"KS";59;0;0;505000;350000
"750";"flood";2006;"KY";201;6;0;3382000;10000
"751";"flood";2006;"LA";67;1;0;649827000;2100000
"752";"flood";2006;"LE";15;0;0;0;0
"753";"flood";2006;"LH";5;0;0;0;0
"754";"flood";2006;"LM";21;0;0;0;0
"755";"flood";2006;"LO";3;0;0;0;0
"756";"flood";2006;"MA";40;2;0;12798000;0
"757";"flood";2006;"MD";73;5;1;9817000;1e+06
"758";"flood";2006;"ME";85;0;0;9771000;0
"759";"flood";2006;"MI";23;0;0;2066000;1e+06
"760";"flood";2006;"MN";53;0;0;8901500;218000
"761";"flood";2006;"MO";154;2;2;1437030;22750000
"762";"flood";2006;"MS";32;0;0;9432000;1e+06
"763";"flood";2006;"MT";16;0;0;7090000;0
"764";"flood";2006;"NC";123;1;0;931000;0
"765";"flood";2006;"ND";50;2;0;6165000;0
"766";"flood";2006;"NE";22;0;0;981000;2510000
"767";"flood";2006;"NH";41;0;0;8282000;0
"768";"flood";2006;"NJ";76;2;0;32600000;0
"769";"flood";2006;"NM";103;3;0;11955000;950000
"770";"flood";2006;"NV";20;0;2;2890000;0
"771";"flood";2006;"NY";274;4;4;988560000;1850000
"772";"flood";2006;"OH";138;4;1;549758800;37850000
"773";"flood";2006;"OK";29;0;0;658000;0
"774";"flood";2006;"OR";62;0;0;4.9e+07;0
"775";"flood";2006;"PA";234;9;0;531520000;3e+06
"776";"flood";2006;"PH";4;0;0;0;0
"777";"flood";2006;"PR";73;0;0;4013000;0
"778";"flood";2006;"PZ";6;0;0;0;0
"779";"flood";2006;"RI";9;0;0;53000;0
"780";"flood";2006;"SC";21;0;3;75000;0
"781";"flood";2006;"SD";22;0;0;75000;0
"782";"flood";2006;"TN";60;0;0;143120;0
"783";"flood";2006;"TX";409;8;2;219187000;0
"784";"flood";2006;"UT";37;2;1;8710000;0
"785";"flood";2006;"VA";207;1;1;24827500;2680000
"786";"flood";2006;"VI";4;0;0;0;0
"787";"flood";2006;"VT";28;0;0;624000;0
"788";"flood";2006;"WA";47;3;0;29849000;0
"789";"flood";2006;"WI";27;0;0;14717000;501000
"790";"flood";2006;"WV";36;0;0;2225000;0
"791";"flood";2006;"WY";7;0;0;141400;0
"792";"flood";2007;"AK";7;0;0;3900000;0
"793";"flood";2007;"AL";33;0;0;322000;0
"794";"flood";2007;"AM";104;0;0;0;0
"795";"flood";2007;"AN";1;0;0;0;0
"796";"flood";2007;"AR";168;0;0;3471300;0
"797";"flood";2007;"AS";7;0;0;250000;250000
"798";"flood";2007;"AZ";114;6;1;14894000;0
"799";"flood";2007;"CA";47;0;0;1698000;0
"800";"flood";2007;"CO";53;0;0;3632000;3e+05
"801";"flood";2007;"CT";17;0;0;2800000;0
"802";"flood";2007;"DC";1;0;0;0;0
"803";"flood";2007;"DE";8;0;0;0;0
"804";"flood";2007;"FL";18;0;0;47000;0
"805";"flood";2007;"GA";27;0;0;348000;0
"806";"flood";2007;"GM";156;0;0;70000;0
"807";"flood";2007;"HI";16;0;1;0;0
"808";"flood";2007;"IA";397;0;0;53245000;5897000
"809";"flood";2007;"ID";7;0;0;0;0
"810";"flood";2007;"IL";172;0;0;16927500;5e+05
"811";"flood";2007;"IN";179;3;0;6287500;1000
"812";"flood";2007;"KS";397;1;0;264481000;3364000
"813";"flood";2007;"KY";110;0;4;796000;0
"814";"flood";2007;"LA";37;0;0;632000;0
"815";"flood";2007;"LE";1;0;0;0;0
"816";"flood";2007;"LH";3;0;0;0;0
"817";"flood";2007;"LM";3;0;0;0;0
"818";"flood";2007;"LS";1;0;0;0;0
"819";"flood";2007;"MA";17;0;0;2453000;0
"820";"flood";2007;"MD";21;0;0;11000;0
"821";"flood";2007;"ME";60;2;0;47549500;0
"822";"flood";2007;"MI";14;0;0;777000;0
"823";"flood";2007;"MN";81;8;32;188961500;5229000
"824";"flood";2007;"MO";410;2;4;25251000;506351000
"825";"flood";2007;"MS";38;0;1;4190000;150000
"826";"flood";2007;"MT";32;0;0;50000;0
"827";"flood";2007;"NC";40;0;0;176000;0
"828";"flood";2007;"ND";55;0;0;2350000;3725000
"829";"flood";2007;"NE";154;0;0;6956000;4140000
"830";"flood";2007;"NH";17;0;0;8900000;0
"831";"flood";2007;"NJ";89;3;1;129550000;0
"832";"flood";2007;"NM";49;0;0;269500;5000
"833";"flood";2007;"NV";8;0;0;5302000;5000
"834";"flood";2007;"NY";137;5;1;42619000;0
"835";"flood";2007;"OH";115;0;0;251195000;16502000
"836";"flood";2007;"OK";296;6;8;29964000;0
"837";"flood";2007;"OR";20;1;0;75530000;0
"838";"flood";2007;"PA";148;0;0;29683000;0
"839";"flood";2007;"PH";2;0;0;0;0
"840";"flood";2007;"PK";2;0;0;0;0
"841";"flood";2007;"PR";66;0;0;259000;0
"842";"flood";2007;"PZ";2;0;0;0;0
"843";"flood";2007;"RI";8;0;0;105000;0
"844";"flood";2007;"SC";19;0;0;55000;0
"845";"flood";2007;"SD";124;0;0;9700000;0
"846";"flood";2007;"TN";14;0;0;31000;0
"847";"flood";2007;"TX";1345;46;6;335784000;5e+05
"848";"flood";2007;"UT";42;0;0;2623000;0
"849";"flood";2007;"VA";54;0;0;172000;0
"850";"flood";2007;"VT";19;0;0;4175000;25000
"851";"flood";2007;"WA";9;2;0;60457000;0
"852";"flood";2007;"WI";73;1;0;95911600;21499000
"853";"flood";2007;"WV";66;1;0;3370000;50000
"854";"flood";2007;"WY";37;0;0;1775000;2000
"855";"flood";2008;"AK";23;0;0;4169000;0
"856";"flood";2008;"AL";72;1;0;579500;0
"857";"flood";2008;"AM";60;0;0;0;0
"858";"flood";2008;"AN";17;0;0;10000;0
"859";"flood";2008;"AR";352;6;1;172192000;7885000
"860";"flood";2008;"AS";1;0;0;0;0
"861";"flood";2008;"AZ";77;7;3;12842000;0
"862";"flood";2008;"CA";90;2;6;15870500;610000
"863";"flood";2008;"CO";49;0;0;793000;116000
"864";"flood";2008;"CT";51;1;0;752000;0
"865";"flood";2008;"DC";6;0;0;0;0
"866";"flood";2008;"DE";8;0;0;0;0
"867";"flood";2008;"FL";39;0;0;152239200;2.5e+07
"868";"flood";2008;"GA";38;0;0;409000;0
"869";"flood";2008;"GM";125;0;0;200;0
"870";"flood";2008;"HI";17;0;1;0;0
"871";"flood";2008;"IA";658;2;3;1058971000;361572000
"872";"flood";2008;"ID";16;0;0;311000;0
"873";"flood";2008;"IL";369;5;12;157641000;22865000
"874";"flood";2008;"IN";573;11;7;763820350;682618000
"875";"flood";2008;"KS";227;2;1;6613450;6293000
"876";"flood";2008;"KY";226;1;1;2743000;1e+05
"877";"flood";2008;"LA";66;0;0;39265000;3100000
"878";"flood";2008;"LE";1;0;0;0;0
"879";"flood";2008;"LH";1;0;0;0;0
"880";"flood";2008;"LM";4;0;0;0;0
"881";"flood";2008;"LO";1;0;0;0;0
"882";"flood";2008;"MA";64;0;0;1870000;0
"883";"flood";2008;"MD";37;0;0;218000;0
"884";"flood";2008;"ME";100;0;0;21274700;0
"885";"flood";2008;"MI";48;4;0;32320000;5805000
"886";"flood";2008;"MN";37;1;2;16196000;13045000
"887";"flood";2008;"MO";691;10;0;92721000;59250000
"888";"flood";2008;"MS";111;2;0;17096000;3705000
"889";"flood";2008;"MT";24;0;0;12600;0
"890";"flood";2008;"NC";101;0;0;18509000;0
"891";"flood";2008;"ND";13;0;0;4e+05;3e+05
"892";"flood";2008;"NE";188;0;0;8986700;13055000
"893";"flood";2008;"NH";38;1;2;4598000;0
"894";"flood";2008;"NJ";90;0;0;6e+05;750000
"895";"flood";2008;"NM";83;5;0;27351500;108000
"896";"flood";2008;"NV";15;0;0;6876000;0
"897";"flood";2008;"NY";196;0;0;33749000;0
"898";"flood";2008;"OH";105;1;0;5308000;45000
"899";"flood";2008;"OK";217;2;0;4270000;0
"900";"flood";2008;"OR";13;0;0;3830000;0
"901";"flood";2008;"PA";95;0;0;1476500;10000
"902";"flood";2008;"PK";1;0;0;0;0
"903";"flood";2008;"PR";56;5;0;25358000;0
"904";"flood";2008;"PZ";4;0;0;0;0
"905";"flood";2008;"RI";17;0;0;287000;0
"906";"flood";2008;"SC";48;0;0;296000;0
"907";"flood";2008;"SD";94;0;0;12030000;2801000
"908";"flood";2008;"TN";68;3;2;1053500;1000
"909";"flood";2008;"TX";235;2;0;60598000;10000
"910";"flood";2008;"UT";30;2;2;175000;10000
"911";"flood";2008;"VA";123;0;0;693250;1000
"912";"flood";2008;"VI";2;0;0;0;0
"913";"flood";2008;"VT";30;0;0;3721000;0
"914";"flood";2008;"WA";18;0;0;1201000;0
"915";"flood";2008;"WI";115;1;0;386905560;281016000
"916";"flood";2008;"WV";50;0;0;5635000;0
"917";"flood";2008;"WY";13;0;3;2e+05;0
"918";"flood";2009;"AK";38;0;0;28769600;0
"919";"flood";2009;"AL";291;3;1;15696500;0
"920";"flood";2009;"AM";67;0;0;0;0
"921";"flood";2009;"AN";10;0;0;5000;0
"922";"flood";2009;"AR";544;5;12;82794250;22995000
"923";"flood";2009;"AS";2;0;0;0;0
"924";"flood";2009;"AZ";29;0;0;3407000;0
"925";"flood";2009;"CA";45;0;0;4085000;150000
"926";"flood";2009;"CO";26;0;0;680000;230000
"927";"flood";2009;"CT";23;0;0;130000;0
"928";"flood";2009;"DC";2;0;0;0;0
"929";"flood";2009;"DE";12;0;1;0;0
"930";"flood";2009;"FL";66;2;0;78041000;0
"931";"flood";2009;"GA";273;10;1;280324720;10000
"932";"flood";2009;"GM";124;0;0;5000;0
"933";"flood";2009;"HI";9;0;0;0;0
"934";"flood";2009;"IA";216;0;0;15409000;710000
"935";"flood";2009;"ID";37;1;0;1548000;0
"936";"flood";2009;"IL";264;4;1;3309760;6243000
"937";"flood";2009;"IN";329;0;0;7715050;426000
"938";"flood";2009;"KS";182;4;1;9280300;308000
"939";"flood";2009;"KY";293;2;0;47496000;160000
"940";"flood";2009;"LA";208;2;1;30342000;1712000
"941";"flood";2009;"LE";9;0;0;0;0
"942";"flood";2009;"LH";1;0;0;0;0
"943";"flood";2009;"LM";1;0;0;0;0
"944";"flood";2009;"MA";25;0;0;315000;0
"945";"flood";2009;"MD";53;0;0;360000;10000
"946";"flood";2009;"ME";61;0;0;2975500;0
"947";"flood";2009;"MI";21;0;0;45125000;0
"948";"flood";2009;"MN";58;0;0;588000;260000
"949";"flood";2009;"MO";434;6;1;1059000;110000
"950";"flood";2009;"MS";187;1;0;10432000;2950000
"951";"flood";2009;"MT";15;0;0;91000;0
"952";"flood";2009;"NC";139;2;0;5373250;5000
"953";"flood";2009;"ND";130;0;0;30946500;535000
"954";"flood";2009;"NE";37;0;0;585000;0
"955";"flood";2009;"NH";12;0;0;920000;0
"956";"flood";2009;"NJ";92;0;0;5280000;0
"957";"flood";2009;"NM";41;1;0;796500;19000
"958";"flood";2009;"NV";5;0;0;35000;0
"959";"flood";2009;"NY";129;1;1;95882000;0
"960";"flood";2009;"OH";38;1;0;4523000;53000
"961";"flood";2009;"OK";119;1;1;9e+05;0
"962";"flood";2009;"OR";34;1;0;250000;0
"963";"flood";2009;"PA";143;0;0;32924000;0
"964";"flood";2009;"PH";1;0;0;0;0
"965";"flood";2009;"PK";2;0;0;0;0
"966";"flood";2009;"PR";103;1;0;1455000;50000
"967";"flood";2009;"PZ";5;0;0;0;0
"968";"flood";2009;"RI";9;0;0;50000;0
"969";"flood";2009;"SC";71;0;0;507000;32000
"970";"flood";2009;"SD";130;0;0;950000;0
"971";"flood";2009;"TN";236;2;2;11844000;0
"972";"flood";2009;"TX";533;6;1;45559750;1256000
"973";"flood";2009;"UT";13;0;0;160000;40000
"974";"flood";2009;"VA";162;0;0;1605750;0
"975";"flood";2009;"VI";1;0;0;0;0
"976";"flood";2009;"VT";6;0;0;450000;0
"977";"flood";2009;"WA";44;0;2;63824000;10000
"978";"flood";2009;"WI";41;0;0;28132200;504000
"979";"flood";2009;"WV";47;0;0;41739000;0
"980";"flood";2009;"WY";11;0;1;5607000;0
"981";"flood";2010;"AK";9;0;0;6160000;0
"982";"flood";2010;"AL";110;0;3;3209000;0
"983";"flood";2010;"AM";44;0;0;0;0
"984";"flood";2010;"AN";6;0;0;1000;0
"985";"flood";2010;"AR";156;22;24;19151500;55000
"986";"flood";2010;"AS";2;0;0;0;0
"987";"flood";2010;"AZ";106;1;7;19825100;0
"988";"flood";2010;"CA";133;4;0;181149500;3e+06
"989";"flood";2010;"CO";54;0;0;670000;640000
"990";"flood";2010;"CT";37;0;0;10990000;0
"991";"flood";2010;"DC";10;0;0;0;0
"992";"flood";2010;"DE";10;0;1;655000;0
"993";"flood";2010;"FL";41;0;0;48000;0
"994";"flood";2010;"GA";37;0;0;1253000;0
"995";"flood";2010;"GM";85;0;0;0;0
"996";"flood";2010;"HI";9;0;0;0;0
"997";"flood";2010;"IA";757;1;125;191271000;1064015000
"998";"flood";2010;"ID";18;0;0;4129000;0
"999";"flood";2010;"IL";300;1;0;304376000;80000
"1000";"flood";2010;"IN";99;0;0;217500;96000
"1001";"flood";2010;"KS";238;0;0;732400;110000
"1002";"flood";2010;"KY";379;6;1;27992000;319000
"1003";"flood";2010;"LA";39;0;0;2386500;0
"1004";"flood";2010;"LE";1;0;0;0;0
"1005";"flood";2010;"LH";1;0;0;0;0
"1006";"flood";2010;"LM";1;0;0;0;0
"1007";"flood";2010;"LO";2;0;0;0;0
"1008";"flood";2010;"MA";41;0;5;164038000;0
"1009";"flood";2010;"MD";75;0;0;20000;0
"1010";"flood";2010;"ME";67;0;0;5289000;5000
"1011";"flood";2010;"MI";23;0;0;5030000;20000
"1012";"flood";2010;"MN";231;0;0;79495000;2838000
"1013";"flood";2010;"MO";491;3;0;4322000;54000
"1014";"flood";2010;"MS";136;1;1;15885000;50000
"1015";"flood";2010;"MT";20;0;0;3029000;0
"1016";"flood";2010;"NC";286;11;0;9579000;139210000
"1017";"flood";2010;"ND";69;0;0;2622500;2612000
"1018";"flood";2010;"NE";185;1;0;20615000;1385000
"1019";"flood";2010;"NH";49;0;0;9986100;0
"1020";"flood";2010;"NJ";92;0;0;78635000;0
"1021";"flood";2010;"NM";75;1;0;3799000;4000
"1022";"flood";2010;"NV";32;0;0;3959100;0
"1023";"flood";2010;"NY";212;1;0;5736000;0
"1024";"flood";2010;"OH";77;5;4;13545000;1000
"1025";"flood";2010;"OK";84;3;136;7030000;0
"1026";"flood";2010;"OR";17;0;0;10000;10000
"1027";"flood";2010;"PA";137;2;0;10320000;0
"1028";"flood";2010;"PK";2;0;0;0;0
"1029";"flood";2010;"PR";141;4;0;1500000;0
"1030";"flood";2010;"PZ";6;0;0;0;0
"1031";"flood";2010;"RI";12;0;0;87850000;0
"1032";"flood";2010;"SC";43;0;0;329000;0
"1033";"flood";2010;"SD";249;0;2;4230000;0
"1034";"flood";2010;"TN";181;22;0;2332766800;3918000
"1035";"flood";2010;"TX";416;14;2;155748500;34845000
"1036";"flood";2010;"UT";81;0;3;32481000;0
"1037";"flood";2010;"VA";306;1;0;7552500;0
"1038";"flood";2010;"VI";12;0;0;1400000;0
"1039";"flood";2010;"VT";35;0;0;1182000;0
"1040";"flood";2010;"WA";17;0;0;7208000;0
"1041";"flood";2010;"WI";152;1;1;48297340;4122000
"1042";"flood";2010;"WV";88;3;0;23347200;0
"1043";"flood";2010;"WY";17;0;0;12016900;0
"1044";"flood";2011;"AK";4;0;0;1500000;0
"1045";"flood";2011;"AL";159;0;0;602000;0
"1046";"flood";2011;"AM";47;0;0;5100000;0
"1047";"flood";2011;"AN";2;0;0;0;0
"1048";"flood";2011;"AR";318;18;0;185774000;113885000
"1049";"flood";2011;"AS";2;0;0;0;0
"1050";"flood";2011;"AZ";80;1;1;3948000;0
"1051";"flood";2011;"CA";128;1;0;36139500;2e+06
"1052";"flood";2011;"CO";47;0;0;2052500;180000
"1053";"flood";2011;"CT";42;1;3;9518000;0
"1054";"flood";2011;"DC";6;0;0;0;0
"1055";"flood";2011;"DE";29;4;0;0;0
"1056";"flood";2011;"FL";11;0;0;2136000;2000
"1057";"flood";2011;"GA";36;0;0;176000;0
"1058";"flood";2011;"GM";82;0;0;10000;0
"1059";"flood";2011;"GU";1;0;0;1e+05;0
